Rating,Parent Asin,Main Category,Product Title,Retailer,Review,Word Count,Sentence Count
5,B00LFPOJY2,Grocery,Helen Ou@ Guangdong Specialty:jindaogu Brown Sugar Plum Bonbons Maltose Sugar Candy Taiwan Taste 128g/4.52oz for Leisure Time Food or Snacks or Holiday Gifts Holiday Gifts,helen ou@jindaogu,"The candies look a lot more like the thumbnail than the front of the package. The candies look a lot more like the thumbnail than the front of the package. They're just like I remember them from China! The bits of plum (a bit darker in reality) are a savory salty flavor and the candy itself is a very sweet brown sugar kind of taste. I like to roll it around to get both as I enjoy the treat. A couple were a bit saltier than the rest, but on the whole, delicious and satisfying :D",96,6
5,B09VF8P2TP,Grocery,"CHOLULA SAUCE HOT ORGNL,12 OZ(Pack of 12)",Cholula,"Perfect for hot sauce addict. My boyfriend would ask me to buy a few bottles of Cholula every time I went grocery shopping. I saved a bunch of money by buying this jug and refilling the tiny bottles. For anyone who doesn't know, Cholula is the best hot sauce for flavor and a kick so just get it and stop wasting money on tiny bottles!",65,4
5,B079TRNVHX,Grocery,"Tara's All Natural Handcrafted Gourmet Sea Salt Caramel: Small Batch, Kettle Cooked, Creamy & Individually Wrapped - 11.5 Ounce",Tara's,These are good - too good! These caramels are melt in your mouth sweet with just a touch of saltiness. Make sure you portion them so you don’t eat the whole container in one sitting!,34,3
5,B0BN8NMTQ3,Grocery,"Healthworks Raw Goji Berries (8 Ounces) | Certified Organic & Sun-Dried | Keto, Vegan & Non-GMO | Baking, Teas & Smoothies | Antioxidant Superfood",Healthworks,"This Be Good! There’s a TON of these included! That said, they are absolutely delish! I have used them in Granola, on oatmeal, in trail mix, salads, anywhere so it seems. It’s wonderful that they are Also good for me, too. The goal (for me) is to be totally organic and vegan. (I’ve had a lot of cancer). As I go along I’m finding there’s a whole better way of living that’s lifting me to a higher quality of life and costs less to boot! Who knew?",87,9
5,B06X3Z7LJH,Grocery,"Kodiak Cakes Minute Muffins, Apple Cinnamon Oat, 2.29 Ounce (Packaging May Vary)",Kodiak Cakes,"AWESOME! Never thought about trying something like this, but for as little as you pay in for one minute these are incredible I wish they had more flavors blueberry is my favorite though",33,2
5,B0BSWN6D75,Grocery,"True Lemon Raspberry Lemonade Drink Mix, 10-count (Pack of 6) with 5 FREE Lemonade Sample Sticks",True Lemon,"Real convenience for water drinkers looking for a change. Love making just one big glass at a time, and keeping a few in my purse. I can't drink soda and enjoy a flavored water instead of just plain water. Sometimes I use the whole pack, sometimes just a bit. Yummy!",50,5
5,B0BKLD1KF6,Grocery,"Starbucks Ready to Drink Coffee, Espresso & Cream, 6.5oz Cans (12 Pack) (Packaging May Vary)",Starbucks - RTD Coffee,I love these but they're a bit expensive. I wish these cans were bigger. I love the flavor of these. They're a bit pricey for such small cans. It's like a double shot.,33,5
5,B0C95Z35BN,Grocery,"Blue Diamond Almonds Gluten Free Smokehouse Flavored Snack Nuts, 16 Oz Resealable Bag (Pack of 1)",Blue Diamond Almonds,"Big mistake making this an ""add on"" item. As a diabetic, these are a wonderful ""crunchy"" snack for me. Very filling and the net carbs per serving are so low I can have them a couple of times a day if I choose. That said, I am EXTREMELY disappointed to find they are now an ""add on"" item (because I despise being held hostage to ordering more things than I want just to get the one thing I need at a decent cost - just won't do it). Back to the local Walmart.",92,5
5,B018LE25T0,Grocery,"Grain Brain Organic Palm Shortening (3 lb) Non-Hydrogenated Pure and Natural, Quality, Sustainable Certified",GRAIN BRAIN,"Product is great! A safety seal in the lid would be ... Product is great! A safety seal in the lid would be helpful. Also, wrap the container in a bag to prevent spilling if the lid pops off from rough handling during shipping.",43,5
5,B071XHP12B,Grocery,"Nabisco Sweet Treats Cookie Variety Pack OREO, OREO Golden & CHIPS AHOY!, 30 Snack Packs (2 Cookies Per Pack)",Variety,"Portion control for cookie lovers. I love Oreos, but I always ending up eating too many! Each pack is around 100 calories, so you can enjoy these classic cookies without too much guilt.",33,3
5,B08P7DZL9D,Grocery,"HERSHEY'S KISSES Silver Foils Milk Chocolate Candy, Individually Wrapped, Gluten Free, 66.7 oz Bulk Bag (Approximately 400 Pieces)",HERSHEY'S,"GREAT PRICE! For those times you just need a little ""KISS""! There are times I just want A LITTLE bit of chocolate, something sweet. GREAT QUANTITY, GREAT PRICE, GREAT TASTE!THESE ARE PERFECT! Just a couple of these soothe my sweet tooth!I keep in a big jar on the counter and this size bag lasts me about five or six weeks.",62,7
5,B0BC95CQ1Q,Grocery,"Campbell's Condensed Family Size Chicken Noodle Soup, 22.4 oz. Can",Campbell's,"The classic soup! The classic soup. I'm happy to serve this to my kids. My mom served it to me and my sisters. It's exactly as you remember -- rich soup with thick, soft noodles, perfect for a rainy day lunch with a grilled cheese sandwich.",45,5
5,B0043CXY9U,Grocery,"Ortiz Piquillo Peppers Stuffed with Tuna, 300 g",Ortiz,"As a canned fish eater ... I think they're great. Expensive, yes. Tasty for sure. Midnight snack ... perfect. This is a unique Portuguese combo good for reminiscing. The superior flavor of EU med canned fish is distinctive. I don't know how they add the subtle uniqueness. South American Sardines and Chicken of the Sea Tuna may be tuned for the average American taste ... but ... I'll chose the Portuguese and Italian canned fish.",71,10
5,B00FOLFI98,Grocery,MAGGI Guten Appetit oxtail soup (Ochsenschwanz Suppe),Maggi,"will order again. Not as good as a restaurant in Germany, but certainly acceptable. will order again.",17,2
5,B0BSZWZ5VG,Grocery,"Kernel Season's Nacho Cheddar Seasoning, 8.5 Ounce Shakers (Pack of 2)",Kernel Season's,"but the kids love having their own flavored pop corn. these are very small, but the kids love having their own flavored pop corn.",24,1
5,B00PCV50G6,Grocery,Death Wish Coffee Whole Beans - Extra Kick of Caffeine - 1 lb & Valhalla Java Odinforce Blend 12 oz - Whole Bean Coffee Bundle/Bulk - USDA Certified Organic - Fair Trade - Arabica & Robusta Beans,Death Wish Coffee Co.,great for the price. great for the price !! I would buy more items from them.,15,2
5,B07RWMPM25,Grocery,"Butternut Mountain Farm 100% Pure Organic Maple Sugar Candy From Vermont, All Natural, 1.5 oz Leaf Candy, 12 pack",Butternut Mountain Farm,You can’t beat Vermont maple products! My family is from Vermont and I love real maple candy and syrup! If you’ve never had maple candy you have to give it a try! It literally melts in your mouth and has a great taste! It’s sweet but not as sweet as a candy bar and not loaded down with ingredients you can’t pronounce. All natural product!,65,6
5,B0018OQD1M,Grocery,"Nabisco Oreo Cookies, 30 Count",Nabisco,"Great for portion control ... I can't help it -- I love a snack once in awhile, even though I'm really trying to diet. I've been reasonably successful, and the biggest thing for me is portion control.I can toss one of these six-cookie packs in my purse as I head out, and I have a decent snack that will last me all day. One or two cookies mid-morning, another cookie at lunch, a couple more during an afternoon break. And I'm totally satisfied.At the time I purchased these, (Mar 2013), it was a good deal, much less expensive than the local supermarket. Expiration date is sufficiently in the future that I shouldn't have to worry about the product expiring before i finish it.",123,6
5,B079TRNVHX,Grocery,"Tara's All Natural Handcrafted Gourmet Sea Salt Caramel: Small Batch, Kettle Cooked, Creamy & Individually Wrapped - 11.5 Ounce",Tara's,The Best. while smaller than i thought it would be the are really great quality and taste really good better than what i thought they would. really loved them,29,1
5,B07NQ8J87Q,Grocery,"365 by Whole Foods Market, Organic Portobello Whole Mushrooms, 6 Ounce",365 by Whole Foods Market,Made a beautiful burger out of these. And my dumb brain didn't even realize it was vegetarian.,17,2
5,B0BM3Q7JHG,Grocery,"KIND Nut Bars, Maple Glazed Pecan and Sea Salt, 1.4 Ounce, 24 Count, Gluten Free, 5g Sugar, 5g Protein",KIND,"Great tasty healthy snack. Made from whole simple ingredients you can see & pronounce! Love the whole line of Kind bars except the ‘breakfast bars’. This one has almonds & macadamia nuts. Plus antioxidantsVitamins A & C! Healthy ingredients you can see & pronounce! No genetically engineered or chemical ingredients. One of the Kind flavors I’ll always have on hand! Too tasty that I want a second one! With the low sodium, antioxidants, and fiber, I don’t feel guilty if I do have two!",80,10
5,B06XFSP8NS,Grocery,"REESE'S Chocolate , Peanut Butter Candy, 30 Count Variety",Hershey,Trick or treaters were thrilled! Good pack- was a big hit at Halloween!,13,2
5,B0CG3Q42VJ,Grocery,"Mina Extra Virgin Olive Oil, New Harvest, Polyphenol Rich Moroccan Olive Oil, Cold Extraction, Single Origin Olive Oil, Less Than 0.2% Acidity, 68 Fl Oz, 2 L",Mina,"Flavorful and Heathy! This tastes great brushed on toast - better than butter! We use it instead of other oils for cooking too. I’ve read that the benefits of the Mediterranean diet have been found to be enhanced significantly olive oil, and the high poly phenols in certain olive oils are especially healthful. Healthy and delicious!",55,5
5,B002KB9AF8,Grocery,Roasted California Almonds (1 Pound Bag) (Unsalted),Superior Nut Company,"These are fabulous! Wow, what a difference! If you think all almonds are the same try these!! They are amazing. You will never eat or buy store brands again, if you can avoid it!",34,5
5,B087KFPY2X,Amazon Home,"KIND Sweet Cayenne BBQ Sweet and Spicy Bar, 10g Protein",KIND,"Flavored Almonds are ALL the RAGE, Now They Are Easy On-The-Go! I love KIND bars. When the more exotic flavors like chocolate chile came out, I raced to buy them.I raced to buy these, too.Do you like those Blue Diamond wasabi, BBQ, or habanero almonds in the little tins? If so, you'll LOVE the STRONG & KIND line of KIND bars. It's similar to those delicious and strongly flavored almonds without the coating coming off on your fingers. Much easier to eat on the go, too.With a wallop of flavor, there is nothing subtle about these. No surprise there, after all, the company makes it clear these are STRONG, in big bold letters. The Roasted Jalapeno ones have a nice kick, with a smooth heat aftertaste that doesn't linger uncomfortably long.The protein gets bumped up as well with the addition of pea protein.Forget the bag of chips. These are a powerhouse of goodness that you can feel good about eating.",161,9
5,B001ELL512,Grocery,"Tully's Coffee, Italian Roast, Single-Serve Keurig K-Cup Pods, Dark Roast Coffee, 48 Count (2 Boxes of 24 Pods)",Tully's Coffee,"Tully's Coffee Italian Roast, 24-Count K-Cups for Keurig Brewers. this coffee has a wonderful flavor with no bitterness or after-taste. It is packaged well, shipped quickly and priced right.",32,2
5,B0759B7KLH,Grocery,"BEN'S ORIGINAL Ready Rice Cheese Risotto Flavored Rice, Easy Dinner Side, 8.5 oz Pouch (Pack of 12)",BEN'S ORIGINAL,"Perfectly cooked rice. Definately a convenience item I can get used to. Not too soft, with a good bite.",19,3
5,B0773WD4DS,Grocery,"Bolner's Fiesta Extra Fancy ""Texas TNT"" Ground Jalapeno Pepper Powder, 2 Ounces",Fiesta,"Great for cooking meats or even in a bread dough. OMG! Why haven't I discovered powdered jalapeno before??? So much easier than cutting my owner peppers. This stuff tastes great and definitely packs a bit of heat. We've used it on boiled potatoes for breakfast tacos, chicken on the grill, enchiladas and in a buttermilk/cheese/beer bread just knock it up a notch. My husband was sprinkling a dash on his popcorn last night. Honestly, there's very little we Texans won't put some jalapeno or chili powder on.",89,8
5,B079TRNVHX,Grocery,"Tara's All Natural Handcrafted Gourmet Sea Salt Caramel: Small Batch, Kettle Cooked, Creamy & Individually Wrapped - 11.5 Ounce",Tara's,So mouthwatering! The whole family enjoyed these tasty treats! They are the perfect consistency and taste soooo good!,18,3
5,B099GV9CXL,Grocery,"Mrs. Wages Quick Process Dill Pickle Mix for Fresh Pickling Cucumbers, 6.5 Oz (Pack of 6)",Mrs. Wages,5 Stars Will not buy anything other then this. Never made pickles before. Came out perfect.,16,3
5,B07VV7T465,Grocery,"Taylors of Harrogate Green Tea with Jasmine, 20 Count (Pack of 6)",Taylors of Harrogate,Best Tea to purchase. This is a very robust flavored tea. The Lemon and Orange flavor clearly comes through and is awesome with honey. This is a favorite of this tea enthusiast.,32,4
5,B07XP6FGJ2,Grocery,"King Arthur, Measure for Measure Flour, Certified Gluten-Free, Non-GMO Project Verified, Certified Kosher, Non-Dairy, 1 Pound, Packaging May Vary",King Arthur,"Fast delivery. Excellent product - I use it to make cookies for my sister, who is allergic to gluten",18,2
5,B09RB75CNL,Grocery,"Twinings Nightly Calm Green Tea, 20 Count Pack of 6, Individually Wrapped Tea Bags, Spearmint & Lemongrass, Decaffeinated",Twinings,"Not strong, just right. Love this tea. Will make you feel better.",12,3
5,B09X6CQ72Y,Grocery,"VitaCup USDA Organic Keto Max Dark Roast Coffee Pods, Ketosis & Energy, Butter, MCT Oil, Turmeric, B Vitamins, D3, All-In-One Keto Recyclable Single Serve Pod Compatible w/Keurig K-Cup Brewers,18 Ct",VitaCup,"You don't know what you are missing! If you have attempted to make ""bullet proof"" coffee for weight loss or Keto dieting, this product will knock your socks off! The taste is wonderful and the smell of it brewing is tantalizing. It is very smooth and carries a flavor that reminds me of cookies for some reason. I have purchased this product over 4 times and use it in my single cup Keurig machine. So satisfying first thing in the morning! The only complaint I can voice concerning this product is that it tends to ""gum up"" the output area on the Keurig where the bottom hole is punched into the pod. You need to remove the piece and wash in hot water every so often.........but to me it is worth it!",133,8
5,B0CCKX8GCQ,Grocery,"Kodiak Cakes Minute Muffins, Cinnamon Roll, 2.36 Oz (Pack of 12)",Kodiak Cakes,"When DH needs something sweet with his coffee.... I only bake my own stuff, and yet I think these are very yummy!",22,2
5,B01CZ2T9X4,Grocery,"Dallmayr Gourmet Coffee, Prodomo (Ground), 17.6-Ounce Vacuum Packs - Pack of 3",Dallmayr,"One of the best coffees. [[ASIN:B001GVISZG Dallmayr Gourmet Coffee, Prodomo (Ground), 17.6-Ounce Vacuum Packs (Pack of 2)]] This stuff is simply one of the best. 100% Jamaican Blue mountain is the best but at $90 a pound when and if you can find it who can afford it? This and 100% Kona are a very suitable substitute. Mild, full flavored and wonderfully tasty if you like coffee you'll love this stuff. If you love coffee you'll buy this by the pallett load. It's simply irresistable. On second thought don't try it, I don't need the competition it's hard enough finding it in stock now!!!",105,8
5,B06XQ8CJCQ,Grocery,"Kirkland Signature Dried Cherries, 20 Ounce",Kirkland Signature,"These are the most amazing dried cherries I have ever tasted. These are the most amazing dried cherries I have ever tasted! Yes they cost more, but they are really worth it. In comparison, all the other dried cherries taste more like raisins. These are as flavorful and sweet as juicy ripe cherries in season. I have found that the Kirkland Signature Blueberries are equally appealing, which is why I decided to give these a try. I will definitely purchase this product again.",83,7
5,B07CGWQG77,Grocery,"Mario Camacho Foods Manzanilla Stuffed with Pimiento, 13 Fluid Ounce",Mario Camacho,quantity not what I ordered. The order I placed was for a pack of 6 jars. The box contained only one 13 oz jar.,24,3
5,B01IHLEPM2,Amazon Home,"LorAnn Clove Leaf Oil SS Natural Flavor, 1 dram bottle (.0125 fl oz - 3.7ml - 1 teaspoon) Twin pack blistered",LorAnn,"Rich and creamy flavoring for your recipes! Use this Caramel flavor in hard candy, general candy making, cakes, cookies, frosting, ice cream and a wide variety of other baking and confectionery applicationsWhen substituting this flavor for extracts, use 1/4 to 1/2 teaspoon for 1 teaspoon of extractKosher certified, Gluten-freeWater SolubleTastes great!Makes your recipes taste rich and creamy!I recommend this!",64,4
5,B0BLVGPG55,Grocery,"Betty Lou's 100% Organic Chocolate Peanut Butter Powder | Gluten Free, Vegan, Low Calorie, All Natural, High Protein | Deliciously Healthy Nut Butter | Just Add Water (1.5 Lbs)",Betty Lou's,But this sz is a better deal. Amazingly delish. Just pricey. But this sz is a better deal.,18,4
5,B00ARL94SG,Grocery,"Jack Links Jerky, Original, 16 Ounce",Jack Link's,Perfect Gift. These were a gift for a friend. Haven't heard any complaints so I assume they are great. Next time I will have to order for myself.,28,4
5,B000VK6HMO,Grocery,"Amy's Organic Refried Beans Canned, Traditional Refried Beans, Vegan Gluten Free and Vegetarian, 15.4 Oz",Amy's,"Good Taating Refried Beans. This product is very good flavor, seasoning and affordable. I broke my leg so cannot drive right now. I was able to buy individual cans to try as opposed to large amounts. I will buy again.",40,5
5,B07239RVJ1,Grocery,"Wyler's Authentic Italian Ices assorted flavors, 12 oz boxes (2 Pack -- 12 Bars)",Wyler,We love these things. We love these things.Kids love these things.Excellent for the hot summer days!! and SOO MUCH better than the regular sugar water pops the stores sell,29,3
5,B00PGXQ68Q,Grocery,"Silk Shelf-Stable Almond Milk, Unsweetened Vanilla, Dairy-Free, Vegan, Non-GMO Project Verified, 1 Quart (Pack of 6)",Silk,"GREAT for smoothies, in coffee, for cereal ONLY brand I USE! Love this almond milk. The unsweetened vanilla is my absolute fav. Great for my morning oatmeal, coffee or in smoothies. I don't keep milk in the house at all. This ALSO has higher levels of calcium and vit d than milk, so score!I go through this FAST, so being able to get in a six pack is great! I like the shelf stable kind, because until I open it, I don't have to refrigerate and can put anywhere that it is not in heat or direct sunlight.It's ALSO great not having to have a big chunk of my shopping cart at Walmart filled with individual quarts of this and to get it delivered! AND at a BETTER price.",130,9
5,B07RDGQJJB,Grocery,Cadbury Chocolate Gift Pack Large - 12 FULL SIZE Chocolate bars of delicious Cadbury Chocolate from the UK with unique Gift Box and a free Global Treats Chocolate.,Global Treats,Nice for unique gift. They don't taste that great but cool gift,12,2
5,B07CRMQY2W,Grocery,SweetGourmet Sour Cherry Balls Candy | 2 Pounds,SweetGourmet,"Just Give Credit, Where It's Due. Short, to the point. These are THE CHERRY SOUR BALLS. Got a 3lb bag as soon as the stock camein, they are fresh. Mildly sweet and very high in the sour. No granulation, no stickiness, not gummy.These cherry balls are very small. However, the uniformity and taste make up for the small part.If you like cherry balls that are highly tart and have NOT been melted or turned to granulated sugar,then order yourself a 3 pound bag. The price is fair. All that needs to be said, concerning this candy...",97,9
5,B0C7L289JM,Grocery,"Terrasoul Superfoods Organic Hulled Sesame Seeds, 2 Lbs - Perfect for Tahini | Gluten-free | Raw",Terrasoul Superfoods,Fresh and Delicious - Works Well in Recipes! :). If you love sesame almond bars there is a great recipe in The Brain Warrior's Way Cookbook (1101988509). It uses simple ingredients like almond butter and honey. They took about half an hour to put together and bake. These sesame seeds were fresh and are delicious in sesame almond bars. The bag is resealable so that is convenient. I made 8 sesame seed bars and was happy with the results. I would definitely order this brand again.~The Rebecca Review,87,9
5,B00286KM8E,Grocery,"Lipton Tea Bags For A Naturally Smooth Taste Black Tea Can Help Support a Healthy Heart 24.9 Oz 312 Count, Yellow",Lipton,Lipton is the Only Tea. I drink tea alot and like that I can get this is a package of 3. There is no better tea then Lipton,28,3
5,B079TRNVHX,Grocery,"Tara's All Natural Handcrafted Gourmet Sea Salt Caramel: Small Batch, Kettle Cooked, Creamy & Individually Wrapped - 11.5 Ounce",Tara's,"Best Ever! Super soft and the flavor is like nothing else I’ve ever had! Absolutely the perfect, delightful snack!!!",19,3
5,B08CYW3JYC,Grocery,"DEL MONTE DELUXE GOLD Pineapple Chunks in 100% Pineapple Juice, Canned Fruit, 12 Pack, 20 oz Can",Del Monte,Highly recommend. Made an excellent sweet sour sauce with the juice and pineapple. These are somehow a higher grade & taste better ! Go for it!,24,4
5,B07VV7T465,Grocery,"Taylors of Harrogate Green Tea with Jasmine, 20 Count (Pack of 6)",Taylors of Harrogate,HIGHLY recommend. This tea is by far the best I’ve ever had! It tastes so delicious!,16,3
5,B092WD4RYQ,Grocery,"Godiva Chocolatier Chocolate Gift Box - Mothers Day, Birthday and Spring Gifting - Assorted Luxury Chocolate Candy in a Blue Ribbon Classic Gold Box - 19 Pieces",Godiva Chocolatier,Give.... She loved it. Gift .... Great review - Candy didn't last long before eaten.,13,4
5,B003W0JWCC,Grocery,"Amish Country Popcorn | Ballpark ButterSalt Popcorn Salt - 4.5 oz Jar | Old Fashioned, Non-GMO and Gluten Free (4.5 oz Jar)",Amish Country Popcorn,"Get you a bottle of this popcorn salt, it'll bless your taste buds. This popcorn salt taste great. I sprinkled some on my popcorn after it came out the microwave and it was delicious.",34,3
5,B00P5WZ01C,Grocery,Cheez-It Original Baked Snack Crackers,Cheez-It,Always have loved these. One of the most delicious ways to gain weight. lol,14,2
5,B07CKST3XJ,Grocery,"Mountain Dew Soda, 7.5 Ounce Mini Cans, 10 Pack",Mountain Dew,Yay for Mini Cans! Can't wean them off.. but maybe can reduce the waste.... they never finish a can.,19,2
5,B093R1RNFZ,Grocery,New England Coffee Hazelnut Crème Medium Roast Ground Coffee 11 oz. Bag (Pack of 3),New England Coffee,"Much better than you would guess by the price. This is a favorite go-to coffee. For the lovely, rich taste I would have expected it to be an expensive coffee, but it's not. I buy this same coffee again and again, and I never get tired of it.",49,4
5,B006BHRU9U,Grocery,"Nature’s Bakery Whole Wheat Fig Bars, Blueberry, Real Fruit, Vegan, Non-GMO, Snack bar, Twin packs- 12 count",Nature's Bakery,"They taste great. Yes there's a touch of nutritional quality in there, but overall you're just eating a sweet snack. If you're looking for something that tastes really good, this is it.",32,3
5,B07GDSHYJS,Grocery,"Chupa Chups Mini Candy Lollipops, Variety Pack of 7 Assorted Flavors, Individually Wrapped Suckers for Parties Office Concession Classroom, Pack of 240",Chupa Chups,"Delicious! Great Variety of Yummy Flavors. I sell nail polish online. When I ship polishes to customers, I like to include a little treat. When I ran out of the other lollipops I'd been sending, I decided to try Chupa Chups mini lollipops. The bag contains 240 mini lollipops in 5 flavors: strawberry, cherry, creamy strawberry, orange and chocolate/vanilla. All 5 flavors are great. Our family especially loves strawberry cream and chocolate/vanilla. It is easy to tell the flavors apart-the flavor name is on the wrapper and each flavor has a different colored wrapper. The lollipops are very fresh. I've yet to find any that are broken. (I have to sample them, don't I? ;) ) My only complaint and its not really a complaint, more like an 'FYI'...some of the wrappers are on the candy pretty tight and aren't the easiest to get off.I have dental work including fillings, crowns and dental implants. I don't have any issues with the lollipops though I am extremely careful and don't bite the candy until its TINY.These lollipops are perfect when you're craving something sweet, nice to put out in a candy dish at home or at work, perfect for trick-or -treating, etc. The price is more than reasonable-the flavors are good, candy is fresh and delicious and 240 mini pops are the bag.Definitely recommended!",227,15
5,B00099XOXM,Grocery,"Campbell's Condensed Cream of Chicken Soup, 10.5 Ounce Can",Campbell's,Great buy through Amazon vs at a store. Love Cambells soup and it’s important to use this brand to get your food to be tasty vs using an off brand. It’s cheaper also to buy the foyrsome rather than separately!,40,3
5,B008DQ7EMK,Grocery,"Fiber One 70 Calorie Brownies, Chocolate Fudge, Snack Bars, 12 ct",Fiber One,"Very good! better than their cookies. Very good! better than their cookies.YUM! but they are only 2"" square,had to eat 2",22,5
5,B0C5PMTZ4S,Grocery,"Amazon Brand - Aplenty, Decadent Dark Chocolate Hot Cocoa Mix, 8 oz",Aplenty,Great flavor for price. Liked the very rich chocolate flavor will buy again,13,2
5,B0C8YCH9BJ,Grocery,"Amazon Brand - Happy Belly Granulated Garlic, 24 Ounce",Happy Belly,"Just as good as other brands. and not as expensive! I know Jeff makes enough money, but I do have to watch out for mine. So, if I can get a comparable product for less money I have to go that route. This garlic is as good as the well known brands for less money. That is all I care about.",61,5
5,B0BSZYDC5W,Grocery,"Taylors of Harrogate Assorted Specialty Teas Box , 48 count (Pack of 1)",Taylors of Harrogate,Great selection. Great selection. Found my new favorite flavor of tea!,11,3
5,B01KV20D6C,Grocery,"POM Wonderful, Pomegranate Cherry 100% Juice, 16 Fl Oz Bottle",POM Wonderful,Good taste! Ships with cold paks! I bought POM because of some health concerns that might be improved by drinking pomegranate juice. POM tastes good. The taste is not bitter; it hard to believe that no sugar has been added. The bottles arrive packed nicely in a box that includes cold packs. The bottles must be refrigerated.,57,7
5,B0C5NBJZHL,Grocery,"Pearl Milling Company, Syrup & Mix Combo",Pearl Milling Company,"Simple and tasty. These are tasty, quick, and easy. The kids can make them without help for breakfast or a snack. No cleanup! All flavors are a hit.",28,5
5,B0C1B1VLRJ,Grocery,"Two Rivers Coffee Bold Roast Coffee Pods for Single Serve Coffee Pod Brewers Including 2.0, Variety Sampler Pack, 100 Count",Two Rivers Coffee,Excellent quality and flavor selection. So awesome!! All different flavors. It's a fun game decisions which one to try.,19,4
5,B08YK8GQJ4,Grocery,"Duke's Mayonnaise, 1 GALLON (128 oz) (Pack of 4)",DUKE'S,Milder and with a little more flavor. Less vinegar taste than some other mayonnaise. Also a little deeper and more subtle mayonnaise flavor. I am ready to order again.,29,4
5,B0C7H9X4S3,Grocery,"Frito-Lay Smartfood Popcorn White Cheddar, 0.625 Ounce, 10 Ct",Frito Lay,Always loved these. Great snack especially if dieting perfect portion per bag,12,2
5,B01C4LYNIW,Grocery,"Stonewall Kitchen Bourbon Bacon Jam, 12.5 Ounce (Pack of 2)",Stonewall Kitchen,The Best! Wonderful Jam. Great value. great taste. Perfect size. A+A+A+A+,14,5
5,B089SB28YY,Grocery,"Claey's, Old Fashioned Hard Candy Peppermint, 6 Ounce Bag",Claeys,"I have enjoyed these for well over 15 years, great taste and texture. I have enjoyed these for well over 15 years. When I see them in stores, the price is often much higher. Here I was able to get a great price on several bags.I really like the taste and texture of these. If the texture is a big deal to you, then try these. They have a nice smooth texture after the first minute.When these are gone, I will order more.",83,6
5,B09B8J37N1,Grocery,Iberia Yellow Rice 6.25 lb. Bulk Spanish Style Seasoned Rice,Iberia,"Easy to prepare and flavorful. Like all these prepared foods, it is salty, however, it is easy to prepare and tasty. I eat my fair share of rice, and this is a nice variety to keep on hand.",38,3
5,B0BVGFCMG3,Grocery,"HighKey Chocolate Chip Mini Cookies, Double Chocolate, Gluten Free, Sugar Free, Keto, Brownie Bites Flavored, 2.25oz (Pack of 3)",HIGHKEY,"So delicious, they are to die for. These little cookies are so delicious, they are to die for. I lost 44lbs of pandemic weight in less than six months on keto and these delicious morsels of goodness make me want to remain on ai Keto food plan for weight maintenance. They are THAT GOOD!I started with the Chocolate Chip and was amazed by the flavor, They taste very similar to the sugared version with all the rich delicious flavor, but I don't go crazy on them because they don't kick up my carb cravings, and they are very satiating.Once I knew how good they are I purchased the variety pack that includes Snickerdoodle, which has a rich coconut flavor with just the slightest hint of cinnamon.The Brownie Bites tasstes like a dark chocolate cookie that is a little bit sweetier than the chocolate flavor of an Oreo cookie.They're are not chewy soft or crunchy hard, and they are dense and flavorful with a nice texture. I like to keep them in the fridge and enjoy them with glass of unsweetened almond milk as a treat.I LOVE all of them with Chocolate Chip being my favorite. I am anxious to try all the flavors and all the keto friendly treats by HighKeyI tried many Keto products and this is one of three Keto foods that will I will continue to buy as I transition to my permanent low card food plan. I worked too hard to get to bikini weight to blow it on high carb snacks when there are alternatives that are every bit as tasty and don;t compelled me to eat the entire bag in one sitting.",280,8
5,B07VV7T465,Grocery,"Taylors of Harrogate Green Tea with Jasmine, 20 Count (Pack of 6)",Taylors of Harrogate,Bottoms up! This is the finest decaffeinated black tea on the market in my opinion. The decaf is a little hard to find but Amazon's price beats Whole Foods every time! Keep calm and sip on! ;)Keep calm and sip on!,41,5
5,B0C7HHNBBY,Grocery,"365 by Whole Foods Market, Organic Unsalted Black Beans, 13.4 Ounce",365 by Whole Foods Market,The Best!!!! Great tasting & low sodium. I will continue to purchase as long as Amazon sells it.,17,3
5,B09WBHF53Q,Grocery,"Taste of Nature Tropical Swirlz Cotton Candy - Tropical Flavored Cotton Candy - Watermelon, Banana & Pineapple Coconut Flavors - Hand Spun in the USA - Great for Parties -12 Count (3.1 oz each)",SWIRLZ COTTON CANDY,Priced appropriately. Great for Halloween hand out..kids loved it. Price is worth it bc size was big.,18,3
5,B000X678VU,Grocery,Fleur De Sel From Guérande 4 Oz Resealable Pouch,Brittany Sea Salt,Attention all Chefs! This product has been such a success in our home that I wound up keeping the second bottle that was intended as a gift for a friend.It really completes the meal without overdoing the taste.,38,2
